Name	Length	EffectiveLength	TPM	NumReads
FBgn0053929	423	241.672	0	0
FBgn0283429	369	187.738	0	0
FBgn0267873	257	75.8069	0	0
FBgn0267896	719	537.436	0	0
FBgn0260225	1197	1015.38	0	0
FBgn0262849	1188	1006.38	5.17367	45.9577
FBgn0040928	1085	903.38	3.63689	29
FBgn0262789	532	350.583	0.646312	2
FBgn0058461	391	209.718	0.676222	1.25176
FBgn0042701	620	438.436	0.303291	1.17371
FBgn0263493	352	170.738	0	0
FBgn0265917	359	177.738	0	0
FBgn0262163	610	428.436	0.264434	1
FBgn0085831	237	55.931	0	0
FBgn0267108	321	139.738	2.56579	3.16469
FBgn0051032	770	588.38	13.4785	70
FBgn0266102	391	209.718	2.48584	4.60156
FBgn0053867	526	344.583	0	0
FBgn0267026	323	141.738	0	0
FBgn0267519	2689	2507.38	1859.14	41146.3
FBgn0058005	1227	1045.38	0	0
FBgn0039979	803	621.38	7.78591	42.7035
FBgn0053318	523	341.583	0.345227	1.04087
FBgn0053805	440	258.672	0	0
FBgn0267419	780	598.38	0	0
FBgn0267892	760	578.38	0	0
FBgn0267902	582	400.436	0	0
FBgn0267867	274	92.7904	1.98573	1.62637
FBgn0262964	777	595.38	0.190287	1
FBgn0085790	1041	859.38	0.474213	3.59713
FBgn0267879	601	419.436	0	0
FBgn0267886	266	84.7991	0	0
FBgn0085291	1130	948.38	0	0
FBgn0263093	1182	1000.38	34.6332	305.812
FBgn0267885	690	508.436	0	0
FBgn0030117	636	454.436	0	0
FBgn0058182	291	109.751	0	0
FBgn0052518	75	21.1385	0	0
FBgn0027934	1345	1163.38	0	0
FBgn0085340	423	241.672	0	0
FBgn0263744	845	663.38	0	0
FBgn0263207	354	172.738	0.811624	1.23748
FBgn0263210	221	41.4375	0	0
FBgn0267427	697	515.436	0	0
FBgn0263975	1131	949.38	2.50601	21
FBgn0267869	420	238.672	0	0
FBgn0037560	614.845	499.891	45.7591	319
FBgn0263212	220	40.6357	0	0
FBgn0085732	632.256	554.407	81.9238	935.301
FBgn0267593	610	428.436	0	0
FBgn0058100	394	212.718	5.25882	9.87392
FBgn0264888	465	283.672	0	0
FBgn0037143	1446	1264.38	0.0896036	1
FBgn0262510	501	319.616	1.76588	4.98179
FBgn0263771	276	94.7811	0	0
FBgn0053315	421	239.672	0	0
FBgn0267051	629	447.436	0.370194	1.46203
FBgn0050029	480	298.603	0	0
FBgn0085791	1041	859.38	0	0
FBgn0085804	252	70.8141	0	0
FBgn0267876	766	584.38	0	0
FBgn0267494	656	474.436	0	0
FBgn0085792	1211	1029.38	1.47388	13.3917
FBgn0053013	2636	2454.38	0	0
FBgn0266211	1668	1486.38	1.75308	23
FBgn0267884	453	271.672	0	0
FBgn0265141	1303	1121.38	0	0
FBgn0051292	192	101.359	1.84236	3.29658
FBgn0053294	1510.56	1373.77	2.67074	43
FBgn0000280	166	13.2794	0	0
FBgn0262885	102	33.693	0	0
FBgn0262852	1188	1006.38	5.17367	45.9577
FBgn0011812	456	274.672	0	0
FBgn0265533	384.5	203.205	0	0
FBgn0052496	778	596.38	1.86048	9.79366
FBgn0052009	2574.38	2417.06	0.371164	9.14184
FBgn0262688	493	311.616	0	0
FBgn0053222	541	359.547	3.12808	9.9273
FBgn0266940	581	399.436	0	0
FBgn0051615	315	133.738	0	0
FBgn0262565	802	620.38	0.182619	1
FBgn0263002	361	179.738	0	0
FBgn0053498	369	187.738	0	0
FBgn0084049	531	349.583	15.9705	49.2795
FBgn0263211	352	170.738	0	0
FBgn0267872	775	593.38	0	0
FBgn0262031	330	148.738	39.0147	51.2208
FBgn0267014	274	92.7904	7.52319	6.16172
FBgn0039987	184	16.6268	0	0
FBgn0261640	810	628.38	0	0
FBgn0052761	71	19.0169	0	0
FBgn0267863	274	92.7904	0	0
FBgn0052034	74	20.4531	0	0
FBgn0262795	735	553.436	0	0
FBgn0261856	450	268.672	0	0
FBgn0051485	73	20.0806	0	0
FBgn0267610	864	682.38	0	0
FBgn0262851	1188	1006.38	4.46465	39.6594
FBgn0053416	143	50.199	0	0
FBgn0267520	357	175.738	1.67243	2.59424
FBgn0267054	629	447.436	0.370194	1.46203
FBgn0085765	30	31	0	0
FBgn0267424	659	477.436	0	0
FBgn0030116	1305	1123.38	0	0
FBgn0031135	363	181.738	0	0
FBgn0263213	224	43.9623	0	0
FBgn0267878	266	84.7991	0	0
FBgn0058441	177	13.4796	0	0
FBgn0267864	485	303.616	0	0
FBgn0085500	687	505.436	0	0
FBgn0085784	479	297.616	0	0
FBgn0262848	1188	1006.38	9.29109	82.5326
FBgn0063924	307	125.751	1.48911	1.65285
FBgn0262616	554	372.474	0	0
FBgn0267891	718	536.436	0	0
FBgn0053491	369	187.738	0	0
FBgn0050374	600	418.436	1.62452	6
FBgn0267898	414	232.672	0	0
FBgn0260469	912	730.38	0.62046	4
FBgn0267874	253	71.8141	0	0
FBgn0030243	4292.32	4126.68	34.7786	1389
FBgn0032269	1860.44	1678.88	0.0674611	1
FBgn0266369	2930	2748.38	20.5284	498
FBgn0032596	733.101	561.615	187.043	982
FBgn0033770	673	491.436	0	0
FBgn0259237	2786	2604.38	0	0
FBgn0013685	525	343.583	1.97844	6
FBgn0031021	768	586.38	59.3147	307
FBgn0033491	3329	3147.38	5.99726	166.609
FBgn0051141	961	779.38	0	0
FBgn0284082	778	596.38	0	0
FBgn0036396	1352	1170.38	8.42161	87
FBgn0036641	444.051	352.601	39.1517	242
FBgn0027594	1411.16	1353.74	133.311	5039
FBgn0261954	1938.91	1893.87	48.1221	3243.99
FBgn0029987	639	457.436	0.990678	4
FBgn0031660	1138	956.38	151.629	1280
FBgn0038619	496.099	400.045	20.07	134
FBgn0001341	3680	3498.38	8.22564	254
FBgn0037541	1541.26	1501.38	27.8883	1683.33
FBgn0016701	772.209	650.121	61.8518	528
FBgn0039110	885.03	794.217	67.1179	941
FBgn0038839	2837.5	2655.88	0	0
FBgn0264307	670.717	633.232	9.70435	262.806
FBgn0263355	1662.6	1578.69	39.1628	1181.1
FBgn0032482	706.302	647.417	155.342	2738
FBgn0050082	843	661.38	0	0
FBgn0033698	5896	5714.38	20.1035	1014
FBgn0032240	265.875	175.106	142.49	440.172
FBgn0029925	1070	888.38	25.2505	198
FBgn0039017	1757	1575.38	8.00836	111.359
FBgn0259711	908	726.38	12.6335	81
FBgn0051140	1180.16	1144.33	7.24558	371
FBgn0004379	1005.34	942.517	24.9476	600.001
FBgn0036158	782	600.38	0	0
FBgn0031816	1646.13	1496.36	12.675	203
FBgn0034923	835.5	744.69	31.0372	408.024
FBgn0039582	1151	969.38	0	0
FBgn0051635	916.232	890.215	9.7716	536
FBgn0263117	1682.33	1621.79	0.0713283	3.0632
FBgn0030259	717	535.436	0.21159	1
FBgn0029858	1159.56	1056.09	12.6442	206.903
FBgn0260745	350.2	328.428	179.679	4344.99
FBgn0015791	588.498	496.188	135.545	1168
FBgn0051453	1397.29	1234.98	67.8002	827
FBgn0025574	1167.5	1065.43	21.1537	354
FBgn0039637	1597.89	1506.41	77.9647	2058
FBgn0016975	2714.67	2654.13	1.99199	140
FBgn0023095	3159.54	3036.9	1.51137	60
FBgn0014022	1444	1262.38	16.3337	182
FBgn0035134	1243	1061.38	1.06741	10
FBgn0044826	1797.25	1706.44	70.1427	2113
FBgn0030937	1405	1223.38	0	0
FBgn0085213	715	533.436	0.212383	1
FBgn0039875	1783.61	1649.44	69.9719	1379
FBgn0037736	2574.2	2459.78	0.232132	8
FBgn0024732	1435.33	1314.25	21.0336	366
FBgn0053700	1116	934.38	0	0
FBgn0260747	986.573	807.533	230.134	1664
FBgn0038011	1767	1585.38	0	0
FBgn0066365	896.667	836.127	0.0451658	1
FBgn0039863	2956.39	2864.86	36.5287	1833
FBgn0037721	423.5	332.69	1.36214	8
FBgn0036459	2408	2226.38	0	0
FBgn0038291	1731	1549.38	14.8437	203
FBgn0001114	3205.46	3026.98	1023.19	27820
FBgn0262894	324	142.738	0	0
FBgn0015772	1527.56	1471.19	13.3359	558
FBgn0030873	552.16	493.979	95.7325	1303
FBgn0086675	958.444	938.264	0.0940052	7.00676
FBgn0038223	2926.72	2799.45	11.0526	389.75
FBgn0027081	844.501	778.419	232.58	4392
FBgn0043458	1815.06	1712.78	58.8066	1578.74
FBgn0262010	471	289.616	0	0
FBgn0259963	337	155.738	0	0
FBgn0010238	2156	1974.38	115.28	2009
FBgn0034184	2518.29	2370.37	34.3345	882
FBgn0000018	1794	1612.38	21.2199	302
FBgn0032809	910	728.38	1.24433	8
FBgn0036605	513	331.583	0.618903	1.81139
FBgn0052280	874.509	733.623	41.5685	347
FBgn0000055	615.5	524.69	0.323885	3
FBgn0033657	3918	3736.38	0.121286	4
FBgn0030666	1586	1404.38	0.682896	8.46518
FBgn0011202	1697.13	1621.82	37.2826	1287
FBgn0050091	1681	1499.38	0.0755599	1
FBgn0033260	2074.41	1963.05	33.9709	960
FBgn0283427	7706.5	7543.72	836.157	62119
FBgn0033740	1106.5	1015.69	18.8507	338
FBgn0011725	625.124	583.994	27.5439	626.944
FBgn0034377	761	579.38	0.586625	3
FBgn0284248	681	499.436	810.052	3571
FBgn0040674	712.5	531.026	0	0
FBgn0266434	3359	3177.38	0.0356561	1
FBgn0036323	1637	1455.38	0	0
FBgn0038260	1973	1791.38	2.40325	38
FBgn0034617	1987	1805.38	11.9231	190
FBgn0262018	7567	7385.38	0	0
FBgn0031873	840	658.38	22.026	128
FBgn0032366	866	684.38	0	0
FBgn0035241	2831.52	2720.66	0.687298	27.0421
FBgn0260049	2213.98	2037.1	170.673	3151
FBgn0267875	162	16.6713	0	0
FBgn0003870	672.217	642.789	30.0151	1051
FBgn0053061	634	543.19	0.104285	1
FBgn0041181	4928	4746.38	0.0238693	1
FBgn0039778	933	751.38	0	0
FBgn0014455	1546.28	1370.82	247.828	3104
FBgn0030462	936.667	755.047	0	0
FBgn0051832	762	580.38	0	0
FBgn0000259	226.398	200.194	124.433	1524
FBgn0261581	717.5	535.998	0	0
FBgn0039271	836	654.38	8.31025	48
FBgn0031463	1194	1012.38	0	0
FBgn0014006	4466.65	4290.87	32.7098	1280
FBgn0037150	1456	1274.38	15.202	171
FBgn0030294	1628	1446.38	12.8459	164
FBgn0036039	1151.87	1056.3	13.709	242.896
FBgn0029676	1774.49	1614.46	71.8071	1161.37
FBgn0037475	1444.5	1262.88	0	0
FBgn0053886	595	413.436	0.475656	1.73579
FBgn0052076	1529	1347.38	27.9999	333
FBgn0064126	1450.75	1286.39	47.7844	599.543
FBgn0039115	970	788.38	18.1835	126.535
FBgn0010356	2362	2180.38	20.7321	399
FBgn0051100	2312	2130.38	0.106359	2
FBgn0263249	318	136.738	0	0
FBgn0039635	392.004	331.218	187.403	1637
FBgn0050010	704	522.436	4.3371	20
FBgn0034495	1429	1247.38	16.076	177
FBgn0005617	3623.94	3452.01	28.6134	921
FBgn0030703	885.464	774.881	110.564	1242
FBgn0036574	1648.28	1575.96	14.9614	522.677
FBgn0038742	1418	1236.38	82.2862	898
FBgn0003162	857.359	762.176	5.92049	76
FBgn0046999	672	490.436	0.231005	1
FBgn0037345	831	649.38	18.6676	107
FBgn0037050	815.372	716.931	10.7066	125
FBgn0029783	583.564	488.856	8.82211	73
FBgn0261269	3558.46	3382.17	5.36471	165
FBgn0264270	170.474	156.694	48.1646	878
FBgn0259822	1348.3	1299.68	0.0467672	2.00422
FBgn0034035	1562	1380.38	30.1211	367
FBgn0039270	868	686.38	12.8746	78
FBgn0031626	1990	1808.38	0	0
FBgn0051324	657.173	595.962	53.7431	838.819
FBgn0260858	1469	1287.38	51.3056	583
FBgn0031874	1254.36	1120.42	5.96577	80
FBgn0262719	7877.99	7696.37	0.29453	20.0084
FBgn0082831	3365	3274.19	31.332	1811
FBgn0259239	1955	1864.19	0.0911599	3
FBgn0036146	755	573.38	4.7368	23.9731
FBgn0035073	3322	3140.38	15.7117	435.515
FBgn0020371	789	607.38	0	0
FBgn0032845	904.786	798.728	5.54954	67
FBgn0283651	4048	3866.38	0.732552	25
FBgn0267824	2632	2450.38	33.8901	733
FBgn0069973	301.084	240.045	16.4963	104
FBgn0036301	1709	1527.38	17.5794	237
FBgn0265048	4744	4562.38	162.873	6559
FBgn0261057	237.5	57.1258	0	0
FBgn0052564	1448	1266.38	0.0894621	1
FBgn0030797	755.591	656.115	20.9242	221.245
FBgn0001296	1088	997.19	4.03323	71
FBgn0259972	546.5	455.69	0.330551	2.6591
FBgn0053986	871	689.38	0	0
FBgn0032435	2743	2561.38	0.0884624	2
FBgn0033905	588.934	494.896	20.7428	175
FBgn0029539	639.5	457.936	0	0
FBgn0030502	1498.63	1406.66	73.907	1812.23
FBgn0032554	1230	1048.38	0	0
FBgn0036410	2231.36	2051.17	0.493163	9
FBgn0025390	3694.88	3585.55	3.75001	197.147
FBgn0038394	1047	865.38	1.06189	8.11116
FBgn0029715	1073.96	893.795	69.9121	556
FBgn0034911	6361	6179.38	0.18334	10
FBgn0263982	803	621.38	0.0911624	0.5
FBgn0026063	2419.86	2313.33	2.75091	95.7553
FBgn0032375	769	587.38	0.192878	1
FBgn0035421	1684	1502.38	21.6424	287
FBgn0053899	413	231.672	0	0
FBgn0033665	1878	1696.38	10.4185	156
FBgn0085380	3223	3041.38	0	0
FBgn0053846	1023	841.38	0.795374	5.90691
FBgn0037493	813	631.38	0	0
FBgn0053701	315	133.738	0	0
FBgn0032189	1259	1077.38	11.0414	105
FBgn0033726	683	501.436	0	0
FBgn0037526	1434.85	1320.18	7.30555	134.84
FBgn0028902	2027	1845.38	0.245571	4
FBgn0050289	1164	982.38	0.115325	1
FBgn0038131	1100	918.38	0	0
FBgn0004910	925.667	865.127	0.0873036	2
FBgn0037715	517.832	427.384	19.6701	149
FBgn0038151	1571	1389.38	0	0
FBgn0005391	1553	1371.38	0.0826124	1
FBgn0265416	3362	3180.38	0.0712449	2
FBgn0033115	1387	1205.38	16.1662	172
FBgn0029587	1575.5	1484.69	1.43594	37.6357
FBgn0034300	2324.97	2241.67	13.9313	601.001
FBgn0265464	2788	2606.38	6.5636	151
FBgn0036112	761	579.38	0	0
FBgn0262730	2559.97	2503.46	26.034	1848.79
FBgn0262512	659	477.436	89.9346	379
FBgn0015279	2057.98	1973.14	56.7835	2117
FBgn0039831	1018.26	952.529	67.9219	1577.94
FBgn0261673	299.454	270.116	6.77497	99.9999
FBgn0026570	634.507	540.419	47.1335	434
FBgn0031574	1633.37	1547.28	8.26086	237.999
FBgn0036761	970.209	871.107	52.6568	742
FBgn0085385	4756.67	4575.05	0	0
FBgn0027296	1216.72	1108.6	9.85536	162
FBgn0033259	2863	2681.38	29.9987	710
FBgn0033616	1893	1711.38	9.53277	144
FBgn0030224	1034	852.38	0	0
FBgn0016685	905.54	725.974	357.956	2320
FBgn0003888	1750.52	1624.19	361.974	7460.59
FBgn0025381	1895.78	1736.83	346.953	6077.48
FBgn0052667	368	186.738	1.82009	3
FBgn0031771	1482.5	1309.33	125.569	1521.97
FBgn0042133	1168	986.38	4.70915	41
FBgn0028546	531.863	441.324	86.8933	679
FBgn0037620	1159	977.38	2.20238	19
FBgn0086710	159.137	98.6464	3137.62	8192
FBgn0000046	522.333	461.793	1.43118	17.5008
FBgn0034568	3291	3109.38	0.510102	14
FBgn0035464	1137.09	1044.95	51.7572	941
FBgn0032331	1716	1534.38	0.221509	3
FBgn0261380	1356	1174.38	24.8894	258
FBgn0039196	1506	1324.38	0	0
FBgn0051683	998.916	901.015	4.23408	62.4691
FBgn0011754	1418.14	1331.7	28.6106	706.594
FBgn0003250	1349	1167.38	0.0970489	1
FBgn0028872	1850.33	1668.71	0	0
FBgn0003975	3463	3281.38	0.138104	4
FBgn0039958	1025.35	936.842	27.8483	472.554
FBgn0034201	220	129.336	0.437978	1
FBgn0032390	842	660.38	65.7064	383
FBgn0031144	695.727	631.027	45.6018	713
FBgn0037481	943	761.38	22.1711	149
FBgn0033457	1044.4	865.056	24.3129	188
FBgn0037974	719.983	615.175	26.1497	246.053
FBgn0038033	1420.76	1335.71	0.100617	2.53339
FBgn0029689	2699	2517.38	12.5112	278
FBgn0036784	2074	1892.38	0	0
FBgn0085458	750	568.38	0	0
FBgn0053865	493	311.616	0.740477	2.0367
FBgn0033787	560.652	468.003	5.80407	47
FBgn0031955	2803	2712.19	0.375946	18
FBgn0054011	1090	908.38	0	0
FBgn0051092	639.951	612.051	6.96151	244.82
FBgn0003218	1236.72	1193.09	14.235	623.999
FBgn0029687	1251.86	1163.13	79.877	1678.5
FBgn0033460	2334.46	2243.37	51.5463	2035
FBgn0039664	1048.35	912.212	9.35132	100.447
FBgn0037802	1114	932.38	6.80453	56
FBgn0014002	1040	949.19	933.283	15638.4
FBgn0051454	1736	1554.38	0.218659	3
FBgn0046886	1227	1045.38	0	0
FBgn0261060	329	147.738	0	0
FBgn0039349	710.27	640.761	23.4131	346
FBgn0036230	922.5	740.88	0	0
FBgn0085599	1023	841.38	13.6025	101.02
FBgn0030292	477	295.616	63.6185	166
FBgn0039132	426.988	351.861	58.4694	439.001
FBgn0032790	1215	1033.38	14.1427	129
FBgn0261837	1824	1642.38	1.76085	25.5267
FBgn0029996	1272.55	1183.33	40.7784	866.999
FBgn0264830	262	80.7991	0	0
FBgn0083972	706	524.436	3.88851	18
FBgn0052221	1606	1424.38	11.7717	148
FBgn0061209	595	413.436	0	0
FBgn0019938	5078	4896.38	27.6269	1194
FBgn0029920	757	575.38	0	0
FBgn0259728	885	703.38	13.2718	82.3981
FBgn0260455	739	557.436	0	0
FBgn0033785	1332.16	1204.95	9.17881	139.383
FBgn0250839	436.5	345.69	0.163865	1
FBgn0267887	453	271.672	0	0
FBgn0267365	936	754.38	24.9299	166
FBgn0032150	543.494	452.684	4.75513	38
FBgn0035360	763.5	672.69	1.60817	19.0974
FBgn0050120	2533	2351.38	0.74967	15.5593
FBgn0035833	3722	3540.38	16.6081	519
FBgn0034849	774	592.38	70.5466	368.87
FBgn0035041	2855	2673.38	0.339181	8.00367
FBgn0037067	876	694.38	0	0
FBgn0263197	726.307	703.88	70.4102	3542.67
FBgn0033724	620.001	447.461	53.173	221
FBgn0265201	476	294.616	1.59479	4.1472
FBgn0031690	357.25	311.845	0.908247	10
FBgn0035009	576	394.436	0	0
FBgn0052601	967	785.38	0	0
FBgn0033996	972.5	881.69	18.6961	291
FBgn0034437	2768	2586.38	0.0876074	2
FBgn0031247	748	566.38	26.1909	130.935
FBgn0039552	649	467.436	0	0
FBgn0030990	1947.88	1775.55	118.364	1955
FBgn0015925	1435.91	1305.77	34.3799	553
FBgn0029959	1024.12	864.857	32.0489	279
FBgn0001276	727	545.436	24.7176	119
FBgn0036277	437	255.672	120.971	273
FBgn0052643	548	366.511	0	0
FBgn0263782	3818	3636.38	11.7144	376
FBgn0035695	1960.5	1869.69	0.0605945	2
FBgn0034138	313.967	223.082	3667.29	14426
FBgn0035997	1779.04	1677.74	22.3339	593
FBgn0028541	2461	2279.38	71.1256	1431
FBgn0260454	2398	2216.38	0.0499088	0.976379
FBgn0053666	666	484.436	0	0
FBgn0051860	2260.5	2078.88	0	0
FBgn0035312	1183	1001.38	16.9456	149.78
FBgn0036236	1075	893.38	0.127181	1.00289
FBgn0259735	2483.53	2412.36	135.522	7364.02
FBgn0037094	1053.78	991.355	45.4856	1158
FBgn0051953	715	533.436	3.35311	15.788
FBgn0029523	2309	2127.38	1.43197	26.8892
FBgn0035374	1144	962.38	67.1013	570
FBgn0034514	440	258.672	0	0
FBgn0038934	2608.5	2517.69	0.089998	4.00002
FBgn0036360	2534	2352.38	0	0
FBgn0014465	942.997	817.568	0.191875	2.00496
FBgn0038471	1102	920.38	20.9259	170
FBgn0038047	1623	1441.38	4.24442	54
FBgn0064237	1495	1313.38	0.172521	2
FBgn0032036	397.138	367.024	259.185	5064
FBgn0038207	740	558.436	0	0
FBgn0259821	1768.46	1693.53	4.60928	167
FBgn0032084	1396	1214.38	1.95915	21
FBgn0014427	1176	994.38	12.9884	114
FBgn0031257	1853.53	1725.26	55.5156	1197
FBgn0041094	2082.6	1917.1	75.0966	1394.58
FBgn0033988	2216	2034.38	35.5297	638
FBgn0015558	1502.14	1438.75	0.71455	26.0001
FBgn0053847	493	311.616	0.740477	2.0367
FBgn0001986	3585	3403.38	36.7171	1103
FBgn0032078	803.553	730.064	295.183	4701.01
FBgn0038551	1645	1463.38	26.7869	346
FBgn0000808	499.028	452.455	7.06291	110
FBgn0036895	3746	3564.38	0.0635695	2
FBgn0266455	280	98.7811	0	0
FBgn0031575	1433.33	1325.59	13.4316	264.916
FBgn0033880	1145	963.38	3.64558	31
FBgn0051661	1341	1159.38	0	0
FBgn0283476	12442	12260.4	0.00924057	1
FBgn0032882	1961	1779.38	45.953	721.738
FBgn0025700	449.032	357.611	165.05	1035
FBgn0039811	514	332.583	0	0
FBgn0086447	394.09	219.009	43.7951	87.6619
FBgn0000463	5278	5096.38	0.111666	5.02321
FBgn0034748	1924	1742.38	19.0511	292.995
FBgn0042138	351.258	300.686	89.597	853.999
FBgn0017556	1211.5	1029.88	0	0
FBgn0267423	640	458.436	0	0
FBgn0052843	1309.18	1236.45	0.0416538	1.13513
FBgn0250827	860	678.38	0.33401	2
FBgn0023536	2345	2163.38	3.56106	68
FBgn0263236	1008.67	948.127	1.15508	29
FBgn0039379	1894	1712.38	42.7401	646
FBgn0263842	318	136.738	0	0
FBgn0259676	1753	1571.38	19.6827	273
FBgn0050005	887	705.38	35.7194	222.395
FBgn0036842	1391	1300.19	39.7774	913
FBgn0026718	935.102	823.452	4.31352	51
FBgn0034061	656	474.436	48.953	205
FBgn0038877	2124	1942.38	36.6334	628.071
FBgn0262588	777	595.38	18.0772	95
FBgn0264979	1296.18	1124.71	11.1268	117
FBgn0010772	1210.27	1142.68	30.8456	836
FBgn0034127	2103	1921.38	0.353786	6
FBgn0261850	2797	2615.38	25.7742	595
FBgn0037853	1642	1460.38	105.894	1365
FBgn0038851	978	796.38	2.1339	15
FBgn0083942	2228.5	2137.69	0.0264989	1
FBgn0004915	705	614.19	45.6536	495
FBgn0265630	3033.77	2942	26.2116	1347
FBgn0034870	870	688.38	0.164579	1
FBgn0036483	3107.22	2967.68	9.21037	314
FBgn0026869	6161.03	5982.84	31.0984	1673.88
FBgn0051404	981	799.38	0	0
FBgn0050446	2303	2121.38	0.320432	6
FBgn0033020	666.994	485.432	0.233384	1
FBgn0036450	2644	2462.38	42.8349	931
FBgn0085479	1472	1290.38	0.263394	3
FBgn0003067	2486	2304.38	24.1642	491.5
FBgn0036813	1221	1039.38	49.0502	450
FBgn0261353	1529	1347.38	53.3011	633.904
FBgn0037045	1081	899.38	12.0929	96
FBgn0030114	758.973	706.997	39.3467	858
FBgn0046685	2895	2713.38	48.3087	1157
FBgn0031951	1089.94	920.69	32.3219	281.868
FBgn0030310	704.188	531.746	425.341	2102
FBgn0032251	1029	847.38	10.5621	79
FBgn0036009	1497	1315.38	0.0861294	1
FBgn0039266	507.428	448.744	55.4713	680
FBgn0034194	1724.96	1546.61	26.6155	370
FBgn0004554	569.5	387.974	0	0
FBgn0003360	662.505	592.562	47.0377	638.844
FBgn0030320	1155.51	1097.59	20.674	628
FBgn0261639	849	667.38	6.68269	39.366
FBgn0030812	1506.5	1445.99	41.4222	1586.93
FBgn0052091	2967	2785.38	1.38292	34
FBgn0039183	2943.22	2772.19	33.0152	857.899
FBgn0000299	4720.59	4570.1	1067.34	51962
FBgn0004892	2611	2429.38	0.0466345	1
FBgn0038602	615	433.436	0.261383	1
FBgn0037260	1785	1603.38	0.918565	13
FBgn0052668	2676	2494.38	0.681289	15
FBgn0001250	5649	5467.38	0.787421	38
FBgn0036795	1548	1366.38	0	0
FBgn0015321	410.136	345.084	68.4376	582
FBgn0030202	348	166.738	0	0
FBgn0030244	482.5	391.69	2.16931	15
FBgn0039501	2472	2290.38	7.5681	153
FBgn0038127	935	753.38	0	0
FBgn0003129	2566	2384.38	0.0475146	1
FBgn0033100	276.116	184.647	41.1355	133
FBgn0013954	633	451.436	1126.31	4488
FBgn0030832	708	526.436	0	0
FBgn0264738	1067	885.38	0	0
FBgn0036302	1055.18	972.581	60.6598	1145
FBgn0011205	600.35	544.573	58.1246	909.748
FBgn0028700	638	547.19	37.4751	362
FBgn0039927	1340.47	1267.92	6.75449	189.242
FBgn0038079	347.564	245.818	0.516738	2
FBgn0040066	841.518	748.782	56.3197	729
FBgn0030833	2986.61	2843.33	3.70917	118
FBgn0036656	715.5	624.69	1.08891	12.0084
FBgn0053531	1453.33	1392.79	0.108456	4
FBgn0033982	3904	3722.38	0.470845	15.4702
FBgn0085237	380	198.718	0	0
FBgn0052086	1524	1342.38	0	0
FBgn0284247	12280.5	12098.9	0	0
FBgn0039434	1030	848.38	0.13354	1
FBgn0051933	2076	1894.38	0	0
FBgn0038830	670	488.436	18.3241	79
FBgn0035294	1682	1500.38	80.7569	1069.49
FBgn0040793	417	235.672	511.969	1065
FBgn0014179	1911	1729.38	0.196532	3
FBgn0031145	278.245	217.273	282.432	1613.41
