Name	Length	EffectiveLength	TPM	NumReads
FBgn0053929	423	252.468	0	0
FBgn0267873	257	86.582	0	0
FBgn0267896	719	548.312	0.001091	0.005
FBgn0260225	1197	1025.99	0.057905	0.497
FBgn0040928	1085	913.99	2.74635	21
FBgn0262789	532	361.391	0	0
FBgn0058461	391	220.502	1.18561	2.187
FBgn0042701	620	449.363	1.69683	6.379
FBgn0263493	352	181.527	0.000279	0
FBgn0265917	359	188.525	0	0
FBgn0262163	610	439.371	0	0
FBgn0085831	237	66.596	0	0
FBgn0267108	321	150.54	4.31726	5.437
FBgn0051032	770	599.289	8.77594	44
FBgn0266102	391	220.502	0.005054	0.009
FBgn0053867	526	355.398	0.819775	2.437
FBgn0267026	323	152.54	0	0
FBgn0267519	2689	2517.99	2112.03	44491.5
FBgn0058005	1227	1055.99	0.536521	4.74
FBgn0039979	803	632.275	6.99101	36.98
FBgn0053318	523	352.403	0.678372	2
FBgn0053805	440	269.455	0.006565	0.015
FBgn0267419	780	609.285	0	0
FBgn0267892	760	589.294	0.000275	0.001
FBgn0267902	582	411.375	0.000228	0.001
FBgn0262964	777	606.287	0.197151	1
FBgn0085790	1041	869.99	0.151358	1.102
FBgn0267879	601	430.373	0.000236	0.001
FBgn0085291	1130	958.99	0.10231	0.821
FBgn0263093	1190.95	1019.94	16.935	144.505
FBgn0267952	1290	1118.99	0.10682	1
FBgn0030117	636	465.343	0.04605	0.179
FBgn0058182	291	120.557	1.02274	1.032
FBgn0052518	75	25.162	0	0
FBgn0027934	1345	1173.99	0	0
FBgn0085340	423	252.468	0	0
FBgn0263744	845	674.242	0.177281	1
FBgn0263210	221	50.632	3.6009	1.525
FBtr0346869	123	47.406	25.0862	9.949
FBgn0267427	697	526.32	0	0
FBgn0263975	1131	959.99	2.49024	20
FBgn0267869	420	249.47	0.000494	0.001
FBgn0037560	962.889	792.07	49.1962	326
FBgn0263212	220	49.638	0	0
FBgn0085732	1466.78	1295.77	57.1738	619.795
FBgn0267593	610	439.371	0	0
FBgn0058100	394	223.499	4.30278	8.045
FBgn0264888	465	294.44	0.405957	1
FBgn0037143	1446	1274.99	0	0
FBgn0262510	501	330.42	2.67678	7.399
FBgn0263771	276	105.57	0	0
FBgn0053315	421	250.469	0	0
FBgn0050029	480	309.432	0	0
FBgn0085791	1041	869.99	0.133199	0.969
FBgn0085804	252	81.585	0	0
FBgn0267876	766	595.291	0.000276	0.001
FBgn0267494	656	485.332	0	0
FBgn0085792	1211	1039.99	1.92173	16.72
FBgn0053013	2636	2464.99	0	0
FBgn0266211	1668	1496.99	0.958164	12
FBgn0265141	1303	1131.99	0	0
FBgn0051292	441.496	270.953	0.020029	0.046
FBgn0053294	1972.64	1801.63	2.32209	35
FBgn0000280	166	11.942	0	0
FBgn0262885	102	38.572	0	0
FBgn0011812	456	285.446	0	0
FBgn0265533	402.055	231.539	0.00042	0.001
FBgn0052496	778	607.286	2.00601	10.192
FBgn0052009	2998.75	2827.74	0.510129	12.068
FBtr0347033	1076	904.99	0	0
FBgn0262688	493	322.427	0.37072	1
FBgn0053222	541.117	370.503	2.16953	6.724
FBgn0266940	581	410.376	0	0
FBgn0262565	802	631.275	0	0
FBgn0263002	361	190.523	0	0
FBgn0084049	531	360.392	15.393	46.411
FBgn0263211	352	181.527	1.47507	2.24
FBgn0267872	775	604.287	0.000552	0.003
FBgn0262031	330	159.537	31.0619	41.458
FBgn0267014	274	103.571	4.66519	4.042
FBgn0039987	184	20.067	0	0
FBgn0261640	810	639.272	0.564301	3.018
FBgn0052761	71	23.609	0	0
FBgn0267863	274	103.571	0	0
FBgn0052034	74	24.725	0	0
FBgn0262795	735	564.303	0	0
FBgn0261856	450	279.449	0.427735	1
FBgn0051485	73	24.315	0	0
FBgn0267610	864	693.222	0	0
FBgn0262851	1188	1016.99	5.79163	49.276
FBgn0053416	143	38.867	0	0
FBgn0267520	357	186.526	2.83096	4.418
FBgn0085765	30	10.964	0	0
FBgn0267424	659	488.329	0	0
FBgn0030116	1305	1133.99	0	0
FBgn0031135	363	192.522	0.620865	1
FBgn0263213	224	53.618	0	0
FBgn0267878	266	95.577	0	0
FBgn0058441	177	16.285	0	0
FBgn0267864	485	314.433	0	0
FBgn0085500	687	516.323	0.000264	0.001
FBgn0085784	479	308.436	0.001874	0.005
FBgn0262848	1188	1016.99	16.0796	136.809
FBgn0063924	307	136.546	0.000565	0.001
FBgn0262616	554	383.383	0.311778	1
FBgn0267891	718	547.313	0.000814	0.004
FBgn0053491	369	198.52	9.94942	16.524
FBgn0050374	600	429.373	0.278383	1
FBtr0347034	740	569.301	0	0
FBgn0267898	414	243.477	0.000466	0.001
FBgn0260469	924.037	753.247	0.419402	2.643
FBgn0267874	253	82.584	0	0
FBgn0030243	4726.94	4555.93	37.699	1436.91
FBgn0032269	1867	1695.99	0	0
FBgn0266369	2930	2758.99	17.0696	394
FBgn0032596	775.689	604.976	150.95	764
FBgn0033770	666.099	495.433	0.241264	1
FBgn0259237	2786	2614.99	0	0
FBgn0013685	525	354.4	0	0
FBgn0031021	768	597.29	72.1908	360.736
FBgn0033491	3329	3157.99	6.58591	174
FBgn0051141	961	790.19	0.151268	1
FBgn0284082	778	607.286	0.196827	1
FBgn0036396	1352	1180.99	7.08483	70
FBgn0036641	885.246	714.455	25.2627	151
FBgn0027594	4492.93	4321.92	162.317	5869
FBgn0261954	7896.04	7725.03	42.4582	2744
FBgn0029987	639	468.341	0.25522	1
FBgn0031660	1140.23	969.22	131.466	1066
FBgn0038619	939.877	769.085	21.2923	137
FBgn0001341	3680	3508.99	7.49407	220
FBgn0037541	7048.74	6877.73	25.1229	1445.57
FBgn0016701	1124.88	953.971	65.6559	524
FBgn0039110	1769.5	1598.49	53.8622	720.307
FBgn0038839	2837.5	2666.49	0	0
FBgn0264307	3661.07	3490.06	9.24474	269.93
FBgn0263355	3593.56	3422.55	43.7291	1252.11
FBgn0032482	2180.4	2009.39	184.286	3097.99
FBgn0050082	843	672.243	0.355616	2
FBgn0033698	5896	5724.99	16.1392	773
FBgn0032240	530	359.392	140.367	422.042
FBgn0029925	1070	898.99	23.2681	175
FBgn0039017	1757	1585.99	6.33077	84
FBgn0259711	908	737.211	9.56616	59
FBgn0051140	5817.5	5646.49	5.94873	281.012
FBgn0036813	1221	1049.99	46.4465	408
FBgn0004379	2923.47	2752.46	20.8448	480.001
FBgn0036158	782	611.282	0	0
FBgn0031816	2037.08	1866.07	6.98194	109
FBgn0034923	1676.2	1505.19	23.0295	290
FBgn0039582	1151	979.99	0	0
FBgn0051635	6337.43	6166.42	9.66254	498.479
FBgn0263117	5200.04	5029.03	0.057727	2.429
FBgn0030259	717	546.313	0	0
FBgn0029858	1970.73	1799.72	10.0682	151.593
FBgn0260745	2899.09	2728.08	232.043	5296
FBgn0015791	1157.03	986.021	115.649	953.999
FBgn0051453	1609.53	1438.52	46.7811	563
FBgn0025574	1987.83	1816.82	15.1319	230
FBgn0039637	3172.42	3001.41	102.708	2579
FBgn0023095	4717.42	4546.41	1.52489	58
FBgn0014022	1444	1272.99	14.648	156
FBgn0035134	1243	1071.99	0.446012	4
FBgn0044826	3594.86	3423.85	62.0369	1777
FBgn0030937	1405	1233.99	0	0
FBgn0085213	715	544.313	0.219598	1
FBgn0039875	2423.71	2252.7	62.1342	1171
FBgn0037736	3968.28	3797.27	0.031478	1
FBgn0024732	2153	1981.99	16.1626	268
FBgn0053700	1116	944.99	0	0
FBgn0260747	1000.37	829.506	239.491	1662
FBgn0038011	1767	1595.99	0	0
FBgn0066365	2782.43	2611.42	0.183088	4
FBgn0039863	5856.69	5685.68	30.5254	1452
FBgn0037721	826.929	656.18	0.728642	4
FBgn0036459	2408	2236.99	0	0
FBgn0038291	1731	1559.99	16.4738	215
FBgn0001114	3261.49	3090.48	1251	32345
FBgn0262894	324	153.54	0	0
FBgn0015772	4885.7	4714.69	13.7641	542.903
FBgn0030873	1720.91	1549.9	88.1493	1143
FBgn0086675	7282.8	7111.79	0.145489	8.656
FBgn0038223	4283.11	4112.1	8.97306	308.693
FBgn0027081	2318.97	2147.96	207.027	3720.28
FBgn0043458	3248.02	3077.01	53.1964	1369.41
FBgn0262010	471	300.438	0.397852	1
FBgn0259963	337	166.533	0	0
FBgn0010238	2156	1984.99	74.0669	1230
FBgn0034184	3164.31	2993.3	26.9944	676
FBgn0000018	1794	1622.99	21.6525	294
FBgn0032809	910	739.211	0.970198	6
FBgn0036605	513	342.412	0.349083	1
FBgn0052280	1132.85	961.84	29.0798	233.999
FBgn0000055	1170.84	999.832	0.559167	4.678
FBgn0033657	3918	3746.99	0.095701	3
FBgn0035421	1684	1512.99	16.4325	208
FBgn0030666	1623.18	1452.17	1.57334	19.114
FBgn0011202	4185.56	4014.55	32.0073	1075
FBgn0050091	1681	1509.99	0	0
FBgn0033260	3377.32	3206.31	30.5694	820
FBgn0283427	8581.14	8410.13	602.616	42400
FBgn0033740	2222.26	2051.25	17.7147	304
FBgn0011725	2808.24	2637.23	25.1904	555.781
FBgn0034377	761	590.294	0	0
FBgn0284248	680.99	510.315	784.43	3349
FBgn0040674	982	811.156	0.203503	1.381
FBgn0036323	1637	1465.99	0	0
FBgn0038260	1973	1801.99	3.05129	46
FBgn0034617	1987	1815.99	7.83269	119
FBgn0262018	7549.52	7378.51	0.0324	2
FBgn0031873	840	669.247	19.6464	110
FBgn0032366	866	695.221	0	0
FBgn0035241	4514.67	4343.66	0.96314	35
FBgn0260049	2268.62	2097.61	132.374	2323
FBgn0015558	4364.76	4193.75	0.883996	31.014
FBgn0267875	162	11.276	0	0
FBgn0003870	4255.57	4084.56	32.2781	1103
FBgn0053061	1278	1106.99	0	0
FBgn0041181	4928	4756.99	0.050255	2
FBgn0039778	933	762.21	0	0
FBgn0014455	1599.83	1428.82	221.169	2643.78
FBgn0030462	934.86	764.056	0.312883	2
FBgn0051832	762	591.293	0.20215	1
FBgn0000259	1484.74	1313.81	119.721	1315.91
FBgn0261581	717.5	546.813	0	0
FBgn0039271	836	665.25	10.4213	58
FBgn0031463	1194	1022.99	0	0
FBgn0014006	4634.08	4463.07	25.2822	944
FBgn0037150	1456	1284.99	13.1159	141
FBgn0030294	1628	1456.99	15.0132	183
FBgn0036039	1970	1798.99	13.355	201
FBgn0029676	2021.93	1850.92	49.497	766.46
FBgn0037475	1444.5	1273.49	0	0
FBgn0052076	1529	1357.99	25.9659	295
FBgn0058354	1400	1228.99	3.29616	33.891
FBgn0033738	3625.06	3454.05	28.6882	829
FBgn0064126	1583.12	1412.11	34.5905	408.646
FBgn0039115	970	799.169	16.2145	108.409
FBgn0010356	2362	2190.99	16.6394	305
FBgn0051100	2578	2406.99	0.099319	2
FBgn0263249	318	147.541	0	0
FBgn0039635	1187.38	1016.45	178.746	1520
FBgn0050010	742.66	571.956	3.55274	17
FBgn0034495	1429	1257.99	15.247	160.466
FBgn0005617	3840.62	3669.61	29.9997	921
FBgn0030703	1449.6	1278.59	117.979	1262
FBgn0036574	4083.08	3912.07	16.2836	532.94
FBgn0038742	1418	1246.99	69.8783	729
FBgn0003162	1643.36	1472.35	4.70864	58
FBgn0046999	672	501.327	0	0
FBgn0037345	831	660.252	13.7588	76
FBgn0037050	1522.97	1351.96	9.10647	103
FBgn0029783	1118.61	947.605	10.5957	84
FBgn0261269	3725.82	3554.81	3.83324	114
FBgn0264270	2303.66	2132.65	34.4804	615.195
FBgn0259822	4848.84	4677.83	0.104655	4.096
FBgn0034035	1562	1390.99	28.0137	326
FBgn0039270	868	697.22	13.0293	76
FBgn0031626	1990	1818.99	0	0
FBgn0051324	1972.06	1801.05	37.8663	570.56
FBgn0260858	1469	1297.99	47.9782	521
FBgn0031874	1706.61	1535.6	7.40287	95.105
FBgn0262719	7923.31	7752.3	0.35463	23
FBgn0082831	6728.68	6557.67	24.7422	1357.41
FBgn0259239	3209.49	3038.48	0.078678	2
FBgn0036146	755	584.297	3.88685	19
FBgn0035073	3322	3150.99	11.2285	296
FBgn0020371	789	618.279	0	0
FBgn0032845	1537.62	1366.61	8.48405	97
FBgn0283651	4381.65	4210.64	1.19243	42.005
FBgn0267824	2632	2460.99	45.0729	928
FBgn0069973	901.819	731.021	18.9673	116.001
FBgn0036301	1709	1537.99	18.6524	240
FBgn0265048	4744	4572.99	184.589	7062
FBgn0261057	237.5	67.1075	0	0
FBgn0052564	1448	1276.99	0	0
FBgn0030797	1019.46	848.651	14.8085	105.138
FBgn0001296	2198.19	2027.18	2.9482	50
FBgn0259972	1093	921.99	0.005085	0.039
FBgn0053986	871	700.216	0	0
FBgn0032435	2743	2571.99	0.092948	2
FBgn0033905	1172.71	1001.7	15.9899	134
FBgn0029539	639.5	468.842	0	0
FBgn0030502	2958.49	2787.48	77.7863	1814
FBgn0032554	1230	1059.1	0	0
FBgn0036410	2248	2076.99	0.460398	8
FBgn0025390	6226.55	6055.54	2.33179	118.131
FBgn0038394	1047	875.99	0.691575	5.068
FBgn0029715	1081.99	910.976	61.538	469
FBgn0034911	6361	6189.99	0.096551	5
FBgn0026063	2066	1894.99	0.609688	9.666
FBgn0032375	787.608	616.89	0.193763	1
FBgn0033665	1878	1706.99	11.2739	161
FBgn0085380	3223	3051.99	0	0
FBgn0037493	813	642.268	0	0
FBgn0053701	315	144.543	0	0
FBgn0032189	1259	1087.99	14.502	132
FBgn0033726	683	512.324	0	0
FBgn0037526	2110.26	1939.25	7.4541	120.935
FBgn0028902	2094.43	1923.42	0.124289	2
FBgn0050289	1164	992.99	0.120374	1
FBgn0038131	1100	928.99	0.016685	0.13
FBgn0004910	2001.4	1830.44	0.130603	2
FBgn0037715	1039.51	868.497	26.2871	191
FBgn0038151	1571	1399.99	0	0
FBgn0005391	1584.5	1413.49	0	0
FBgn0265416	5009.33	4838.32	0.168816	6.833
FBgn0033115	1324.22	1153.21	11.9198	115
FBgn0029587	2609.49	2438.48	1.37371	28.024
FBgn0034300	5047.14	4876.13	11.8644	484
FBgn0265464	2788	2616.99	4.47612	98
FBgn0036112	761	590.294	0	0
FBgn0262730	7948.78	7777.77	19.8925	1294.39
FBgn0262512	659	488.329	76.3694	312
FBgn0015279	4403.83	4232.82	49.8698	1766
FBgn0039831	2802.99	2631.98	62.7863	1382.52
FBgn0261673	1943.35	1772.34	0.539535	8
FBgn0026570	1233.92	1062.91	38.1223	339
FBgn0031574	3462	3290.99	6.39238	176
FBgn0036761	1779.57	1608.56	49.564	667
FBgn0085385	4898.53	4727.52	0.033191	1.312
FBgn0027296	2019.53	1848.52	8.60015	133
FBgn0033259	2863	2691.99	31.1703	702
FBgn0033616	1893	1721.99	10.3427	149
FBgn0030224	1034	862.99	0.138507	1
FBgn0016685	914.921	744.131	303.27	1888
FBgn0003888	2516.71	2345.7	213.284	4185.56
FBgn0025381	2152.59	1981.58	319.32	5293.71
FBgn0052667	368	197.521	1.2103	2
FBgn0031771	1554.67	1383.66	133.9	1550
FBgn0042133	1168	996.99	6.35423	53
FBgn0028546	1070.68	899.665	79.5836	599
FBgn0037620	1159	987.99	1.4518	12
FBgn0086710	477.314	306.75	3455.19	8867.04
FBgn0036028	1427	1255.99	8.9458	94
FBgn0000046	1697.29	1526.28	1.07397	13.713
FBgn0034568	3415.98	3244.97	0.184178	5
FBgn0035464	2239.67	2068.66	42.5848	737
FBgn0032331	1716	1544.99	0.232099	3
FBgn0261380	1356	1184.99	23.2001	230
FBgn0039196	1506	1334.99	0	0
FBgn0051683	1896.45	1725.44	1.65739	23.925
FBgn0011754	2674.42	2503.41	19.433	407
FBgn0003250	1349	1177.99	0.202939	2
FBgn0028872	1850.33	1679.32	0	0
FBgn0003975	3463	3291.99	0.072619	2
FBgn0040751	379	208.516	18.3438	32
FBgn0039958	2029.88	1858.87	28.6005	444.78
FBgn0034201	1441.5	1270.72	0	0
FBgn0032390	847.211	676.453	51.7735	293
FBgn0031144	1981.51	1810.5	33.6706	510.001
FBgn0037481	943	772.207	18.1105	117
FBgn0033457	1055.69	884.685	23.7794	176
FBgn0037974	1216.97	1045.96	27.308	238.961
FBgn0038033	1754	1582.99	0	0
FBgn0029689	2699	2527.99	11.1114	235
FBgn0036784	2074	1902.99	0	0
FBgn0085458	750	579.297	0	0
FBgn0033787	1141.52	970.514	5.29595	43
FBgn0031955	5710.36	5539.35	0.366832	17
FBgn0054011	1090	918.99	0	0
FBgn0051092	3924.62	3753.61	1.17143	36.786
FBgn0003218	4989.69	4818.68	14.511	584.989
FBgn0029687	2573.54	2402.53	64.6379	1299.21
FBgn0033460	4650.93	4479.92	46.0519	1726
FBgn0039664	1385.41	1214.4	7.23965	73.553
FBgn0037802	1114	942.99	7.09837	56
FBgn0014002	2080.55	1909.54	748.248	11953.6
FBgn0051454	1736	1564.99	0.152755	2
FBgn0046886	1227	1055.99	0	0
FBgn0261060	329	158.537	0	0
FBgn0039349	1861.11	1690.1	21.0049	296.999
FBgn0036230	922.5	751.711	0	0
FBgn0085599	1023	851.99	8.38132	59.741
FBgn0030292	477	306.436	56.9496	146
FBgn0039132	1022.61	851.702	55.8564	398
FBgn0032790	1215	1043.99	12.9378	113
FBgn0029996	2535.55	2364.54	48.3269	956
FBgn0264830	262	91.58	0	0
FBgn0083972	706	535.319	3.12603	14
FBgn0052221	1606	1434.99	9.24595	111
FBgn0061209	595	424.374	0.112172	0.398
FBgn0019938	5078	4906.99	30.0836	1235
FBgn0029920	757	586.295	0.003204	0.016
FBgn0259728	885	714.212	6.04938	36.146
FBgn0052732	2189	2017.99	13.0252	219.901
FBgn0030164	1289.75	1118.74	0	0
FBgn0033785	1902.04	1731.03	6.28368	91
FBgn0250839	1099	927.99	0.128805	1
FBgn0267887	453	282.447	0.000139	0
FBgn0267365	936	765.21	19.9943	128
FBgn0032150	1070.46	899.482	5.71417	43
FBgn0035360	1685.83	1514.82	1.65706	21
FBgn0035833	3722	3550.99	13.801	410
FBgn0034849	774.583	603.871	48.6284	245.672
FBgn0035041	2875.31	2704.3	0.0884	2
FBgn0037067	876	705.216	0.169494	1
FBgn0263197	5998.36	5827.35	68.2226	3326
FBgn0033724	654.144	483.475	20.0257	81
FBgn0265201	476	305.436	0.832867	2.128
FBgn0031690	1705.31	1534.3	0.545336	6.999
FBgn0035009	576	405.376	0	0
FBgn0052601	967	796.175	0.481413	3.207
FBgn0033996	1959.17	1788.16	16.845	252
FBgn0034437	2768	2596.99	0.046026	1
FBgn0031247	748	577.297	20.2436	97.771
FBgn0039552	649	478.335	0	0
FBgn0030990	2067.85	1896.84	116.768	1853
FBgn0015925	2001.28	1830.27	27.9516	428
FBgn0029959	1181.57	1010.56	32.8821	278
FBgn0001276	727	556.309	24.7092	115
FBgn0036277	437	266.457	99.1386	221
FBgn0052643	548	377.385	0.316733	1
FBgn0263782	3818	3646.99	10.3569	316
FBgn0035695	4220.15	4049.14	0.177119	6
FBgn0034138	627.191	456.545	3900.78	14899
FBgn0035997	3199.79	3028.78	22.9685	582
FBgn0028541	2464.54	2293.53	60.7676	1166
FBgn0053666	666	495.328	0	0
FBgn0051860	2260.5	2089.49	0	0
FBgn0035312	1183	1011.99	24.7608	209.635
FBgn0036236	1075	903.99	0.133113	1.007
FBgn0259735	6368.75	6197.74	119.183	6179.75
FBgn0037094	3104.46	2933.45	41.7659	1025
FBgn0051953	715	544.313	0.469227	2.137
FBgn0029523	2309	2137.99	0.731411	13.082
FBgn0035374	1144	972.99	59.09	481
FBgn0034514	440	269.455	0	0
FBgn0038934	4894.07	4723.06	0.152628	6.031
FBgn0036360	2534	2362.99	0.050584	1
FBgn0014465	2092.01	1921	0.374376	6.016
FBgn0038471	1102	930.99	24.1374	188
FBgn0038047	1623	1451.99	2.88126	35
FBgn0064237	1495	1323.99	0	0
FBgn0032036	2397.04	2226.03	343.712	6401
FBgn0038207	740	569.301	0.20996	1
FBgn0259821	4508.11	4337.1	1.81895	66
FBgn0032084	1448.05	1277.04	1.12319	12
FBgn0014427	1176	1004.99	13.9156	117
FBgn0031257	2621.85	2450.84	45.4546	932
FBgn0041094	2278.37	2107.36	75.3151	1327.83
FBgn0033988	2216	2044.99	29.8681	511
FBgn0001986	3585	3413.99	37.8128	1080
FBgn0032078	1997.25	1826.24	194.261	2968
FBgn0038551	1645	1473.99	29.1935	360
FBgn0000808	1991.62	1820.61	7.41891	113.001
FBgn0036895	3746	3574.99	0.033435	1
FBgn0266455	280	109.566	0	0
FBgn0031575	2764.03	2593.02	10.8789	236
FBgn0033880	1145	973.99	4.04983	33
FBgn0051661	1341	1169.99	0	0
FBgn0283476	12442	12271	0.068186	7
FBgn0032882	1961	1789.99	32.908	492.804
FBgn0025700	891.32	720.529	118.945	717
FBgn0039811	514	343.411	0	0
FBgn0086447	407.052	236.536	31.281	61.901
FBgn0000463	4337.72	4166.71	0.057374	2.001
FBgn0034748	1924	1752.99	17.8649	262
FBgn0042138	1245.66	1074.65	96.5451	868.001
FBgn0017556	1210.81	1039.8	0.000124	0.002
FBgn0267423	640	469.34	0	0
FBgn0052843	3276.5	3105.49	0	0
FBgn0250827	860	689.223	0	0
FBgn0023536	2345	2173.99	3.07899	56
FBgn0263236	3130.34	2959.33	1.13095	27.999
FBgn0039379	1894	1722.99	33.2994	480
FBgn0263842	318	147.541	0	0
FBgn0259676	1753	1581.99	24.2537	321
